x-axis,1,2
second,Volt,Volt
-2.5000000E+00,-948.2E-06,-14.5226E-03
-2.4993490E+00,-910.6E-06,-14.5226E-03
-2.4986979E+00,-960.8E-06,-14.4975E-03
-2.4980469E+00,-960.8E-06,-14.5226E-03
-2.4973958E+00,-960.8E-06,-14.5477E-03
-2.4967448E+00,-948.2E-06,-14.5226E-03
-2.4960938E+00,-935.7E-06,-14.4724E-03
-2.4954427E+00,-973.4E-06,-14.4724E-03
-2.4947917E+00,-973.4E-06,-14.4975E-03
-2.4941406E+00,-935.7E-06,-14.5226E-03
-2.4934896E+00,-948.2E-06,-14.5226E-03
-2.4928385E+00,-960.8E-06,-14.5226E-03
-2.4921875E+00,-948.2E-06,-14.5477E-03
-2.4915365E+00,-948.2E-06,-14.5477E-03
-2.4908854E+00,-960.8E-06,-14.5226E-03
-2.4902344E+00,-935.7E-06,-14.5226E-03
-2.4895833E+00,-960.8E-06,-14.5226E-03
-2.4889323E+00,-985.9E-06,-14.5226E-03
-2.4882813E+00,-973.4E-06,-14.5226E-03
-2.4876302E+00,-985.9E-06,-14.5477E-03
-2.4869792E+00,-973.4E-06,-14.5477E-03
-2.4863281E+00,-960.8E-06,-14.5477E-03
-2.4856771E+00,-973.4E-06,-14.5477E-03
-2.4850260E+00,-973.4E-06,-14.5477E-03
-2.4843750E+00,-960.8E-06,-14.5477E-03
-2.4837240E+00,-973.4E-06,-14.5477E-03
-2.4830729E+00,-985.9E-06,-14.5477E-03
-2.4824219E+00,-985.9E-06,-14.5477E-03
-2.4817708E+00,-985.9E-06,-14.5477E-03
-2.4811198E+00,-985.9E-06,-14.5729E-03
-2.4804688E+00,-985.9E-06,-14.5477E-03
-2.4798177E+00,-973.4E-06,-14.5477E-03
-2.4791667E+00,-960.8E-06,-14.5729E-03
-2.4785156E+00,-973.4E-06,-14.5477E-03
-2.4778646E+00,-1.0111E-03,-14.5477E-03
-2.4772135E+00,-935.7E-06,-14.5729E-03
-2.4765625E+00,-1.0111E-03,-14.5729E-03
-2.4759115E+00,-1.0236E-03,-14.5729E-03
-2.4752604E+00,-973.4E-06,-14.5729E-03
-2.4746094E+00,-973.4E-06,-14.5729E-03
-2.4739583E+00,-960.8E-06,-14.5477E-03
-2.4733073E+00,-935.7E-06,-14.5477E-03
-2.4726563E+00,-935.7E-06,-14.5729E-03
-2.4720052E+00,-973.4E-06,-14.5729E-03
-2.4713542E+00,-985.9E-06,-14.5729E-03
-2.4707031E+00,-985.9E-06,-14.5729E-03
-2.4700521E+00,-948.2E-06,-14.5729E-03
