+8.000000e+000	   +3.607518e-003
+1.600000e+001	   +1.043568e-003
+2.400000e+001	   +8.628513e-005
+3.200000e+001	   +2.950346e-007
+4.000000e+001	   +2.732677e-007
+4.800000e+001	   +2.714987e-007
+5.600000e+001	   +2.516229e-007
+6.400000e+001	   +2.314523e-007
+7.200000e+001	   +2.303429e-007
+8.000000e+001	   +2.383582e-007
+8.800000e+001	   +2.376696e-007
+9.600000e+001	   +2.532365e-007
+1.040000e+002	   +2.733148e-007
+1.120000e+002	   +2.832593e-007
+1.200000e+002	   +2.750569e-007
+1.280000e+002	   +2.311097e-007
+1.360000e+002	   +2.154719e-007
+1.440000e+002	   +2.338185e-007
+1.520000e+002	   +2.250306e-007
+1.600000e+002	   +1.845225e-007
+1.680000e+002	   +1.807476e-007
+1.760000e+002	   +2.037599e-007
+1.840000e+002	   +2.133007e-007
+1.920000e+002	   +2.136136e-007
+2.000000e+002	   +1.892948e-007
+2.080000e+002	   +1.794400e-007
+2.160000e+002	   +1.955577e-007
+2.240000e+002	   +2.295194e-007
+2.320000e+002	   +2.029889e-007
+2.400000e+002	   +1.600392e-007
+2.480000e+002	   +1.531916e-007
+2.560000e+002	   +1.804747e-007
+2.640000e+002	   +1.969897e-007
+2.720000e+002	   +2.086885e-007
+2.800000e+002	   +2.194421e-007
+2.880000e+002	   +2.068540e-007
+2.960000e+002	   +1.909728e-007
+3.040000e+002	   +1.913164e-007
+3.120000e+002	   +2.092906e-007
+3.200000e+002	   +2.045339e-007
+3.280000e+002	   +1.690195e-007
+3.360000e+002	   +1.588087e-007
+3.440000e+002	   +1.834146e-007
+3.520000e+002	   +1.962971e-007
+3.600000e+002	   +2.071301e-007
+3.680000e+002	   +2.085738e-007
+3.760000e+002	   +2.166969e-007
+3.840000e+002	   +2.414795e-007
+3.920000e+002	   +2.621432e-007
+4.000000e+002	   +2.439509e-007
+4.080000e+002	   +2.038382e-007
+4.160000e+002	   +2.124462e-007
+4.240000e+002	   +2.242034e-007
+4.320000e+002	   +2.209527e-007
+4.400000e+002	   +2.441615e-007
+4.480000e+002	   +2.543461e-007
+4.560000e+002	   +2.285833e-007
+4.640000e+002	   +2.365388e-007
+4.720000e+002	   +2.575881e-007
+4.800000e+002	   +2.701206e-007
+4.880000e+002	   +2.625387e-007
+4.960000e+002	   +2.412526e-007
+5.040000e+002	   +2.307155e-007
+5.120000e+002	   +2.239291e-007
+5.200000e+002	   +2.243977e-007
+5.280000e+002	   +2.577403e-007
+5.360000e+002	   +2.523422e-007
+5.440000e+002	   +2.029247e-007
+5.520000e+002	   +1.934978e-007
+5.600000e+002	   +2.292708e-007
+5.680000e+002	   +2.476944e-007
+5.760000e+002	   +2.467313e-007
+5.840000e+002	   +2.996969e-007
+5.920000e+002	   +3.315324e-007
+6.000000e+002	   +2.595966e-007
+6.080000e+002	   +2.313453e-007
+6.160000e+002	   +3.161462e-007
+6.240000e+002	   +3.635367e-007
+6.320000e+002	   +3.478675e-007
+6.400000e+002	   +3.202256e-007
+6.480000e+002	   +3.327602e-007
+6.560000e+002	   +3.666119e-007
+6.640000e+002	   +4.343318e-007
