time[s],SAS[V],FWM[V]
-2.404296874951,-0.000992462,-0.0727387
-2.403645833284,-0.00105528,-0.0727387
-2.402994791617,-0.000954774,-0.0726131
-2.40234374995,-0.000979899,-0.0726131
-2.401692708283,-0.00101759,-0.0723618
-2.401041666616,-0.000954774,-0.0722362
-2.400390624949,-0.000942211,-0.0722362
-2.399739583282,-0.000979899,-0.0721105
-2.399088541615,-0.00103015,-0.0719849
-2.398437499948,-0.000954774,-0.0718593
-2.397786458281,-0.000979899,-0.0717337
-2.397135416614,-0.00100503,-0.0718593
-2.396484374947,-0.00100503,-0.071608
-2.39583333328,-0.000967337,-0.0714824
-2.395182291613,-0.00100503,-0.0713568
-2.394531249946,-0.00104271,-0.0713568
-2.393880208279,-0.000979899,-0.0712312
-2.393229166612,-0.00101759,-0.0711055
-2.392578124945,-0.00100503,-0.0711055
-2.391927083278,-0.000992462,-0.0709799
-2.391276041611,-0.000979899,-0.0708543
-2.390624999944,-0.00100503,-0.0708543
-2.389973958277,-0.000979899,-0.0707286
-2.38932291661,-0.000992462,-0.070603
-2.388671874943,-0.00104271,-0.0704774
-2.388020833276,-0.000942211,-0.0704774
-2.387369791609,-0.00101759,-0.0703518
-2.386718749942,-0.000954774,-0.0703518
-2.386067708275,-0.000967337,-0.0701005
-2.385416666608,-0.00103015,-0.0699749
-2.384765624941,-0.000992462,-0.0699749
-2.384114583274,-0.000967337,-0.0698492
-2.383463541607,-0.000992462,-0.0698492
-2.38281249994,-0.00100503,-0.0697236
-2.382161458273,-0.000929648,-0.069598
-2.381510416606,-0.000954774,-0.069598
-2.380859374939,-0.00100503,-0.0694724
-2.380208333272,-0.000967337,-0.0693467
-2.379557291605,-0.000954774,-0.0692211
-2.378906249938,-0.000979899,-0.0692211
-2.378255208271,-0.000979899,-0.0690955
-2.377604166604,-0.000979899,-0.0689698
-2.376953124937,-0.000979899,-0.0688442
-2.37630208327,-0.00101759,-0.0687186
-2.375651041603,-0.000992462,-0.0687186
-2.374999999936,-0.000967337,-0.068593
-2.374348958269,-0.000992462,-0.0684673
-2.373697916602,-0.000992462,-0.0684673
-2.373046874935,-0.000992462,-0.0683417
-2.372395833268,-0.00100503,-0.0683417
-2.371744791601,-0.000967337,-0.0680905
-2.371093749934,-0.000992462,-0.0680905
-2.370442708267,-0.00103015,-0.0679648
-2.3697916666,-0.000992462,-0.0678392
-2.369140624933,-0.000992462,-0.0678392
-2.368489583266,-0.00101759,-0.0677136
-2.367838541599,-0.000979899,-0.0675879
-2.367187499932,-0.00101759,-0.0675879
-2.366536458265,-0.000992462,-0.0674623
-2.365885416598,-0.00103015,-0.0673367
-2.365234374931,-0.00103015,-0.0672111
-2.364583333264,-0.000979899,-0.0672111
-2.363932291597,-0.00100503,-0.0670854
-2.36328124993,-0.000992462,-0.0670854
-2.362630208263,-0.000967337,-0.0669598
-2.361979166596,-0.00104271,-0.0668342
-2.361328124929,-0.000992462,-0.0667085
-2.360677083262,-0.000967337,-0.0667085
-2.360026041595,-0.00103015,-0.0665829
-2.359374999928,-0.00101759,-0.0665829
-2.358723958261,-0.000967337,-0.0663317
-2.3580729165939998,-0.00101759,-0.0663317
-2.357421874927,-0.000979899,-0.066206
-2.35677083326,-0.000979899,-0.066206
-2.356119791593,-0.000967337,-0.0659548
-2.355468749926,-0.00103015,-0.0660804
-2.354817708259,-0.00101759,-0.0658291
-2.354166666592,-0.000967337,-0.0658291
-2.353515624925,-0.000992462,-0.0657035
-2.352864583258,-0.00101759,-0.0655779
-2.352213541591,-0.000979899,-0.0655779
-2.351562499924,-0.000979899,-0.0654523
-2.350911458257,-0.00101759,-0.0654523
-2.35026041659,-0.000979899,-0.0653266
-2.349609374923,-0.00103015,-0.0650754
-2.348958333256,-0.000992462,-0.065201
-2.348307291589,-0.00101759,-0.0649498
-2.347656249922,-0.000967337,-0.0649498
-2.347005208255,-0.00103015,-0.0649498
-2.346354166588,-0.000967337,-0.0648241
-2.345703124921,-0.000979899,-0.0648241
-2.345052083254,-0.00103015,-0.0646985
-2.344401041587,-0.00100503,-0.0645729
-2.34374999992,-0.000992462,-0.0644472
-2.343098958253,-0.000979899,-0.0644472
-2.342447916586,-0.000992462,-0.0643216
-2.341796874919,-0.000979899,-0.064196
-2.341145833252,-0.00101759,-0.064196
-2.340494791585,-0.000992462,-0.0640704
-2.339843749918,-0.000967337,-0.0639447
-2.339192708251,-0.00101759,-0.0638191
-2.3385416665839998,-0.00100503,-0.0638191
-2.337890624917,-0.00101759,-0.0636935
-2.33723958325,-0.00100503,-0.0636935
-2.336588541583,-0.00100503,-0.0635678
-2.335937499916,-0.000979899,-0.0635678
-2.335286458249,-0.000967337,-0.0634422
-2.334635416582,-0.00101759,-0.0633166
-2.333984374915,-0.00100503,-0.0633166
-2.333333333248,-0.000942211,-0.063191
-2.332682291581,-0.00101759,-0.063191
-2.332031249914,-0.00103015,-0.0630653
-2.331380208247,-0.000954774,-0.0629397
-2.33072916658,-0.000967337,-0.0629397
-2.330078124913,-0.00101759,-0.0626884
-2.329427083246,-0.00100503,-0.0626884
-2.328776041579,-0.000967337,-0.0626884
-2.328124999912,-0.00101759,-0.0625628
-2.327473958245,-0.000992462,-0.0624372
-2.326822916578,-0.00103015,-0.0623116
-2.326171874911,-0.00104271,-0.0624372
-2.325520833244,-0.00100503,-0.0623116
-2.324869791577,-0.000967337,-0.0621859
-2.32421874991,-0.00100503,-0.0620603
-2.323567708243,-0.000979899,-0.0619347
-2.322916666576,-0.00100503,-0.0619347
-2.322265624909,-0.00100503,-0.061809
-2.321614583242,-0.00100503,-0.061809
-2.320963541575,-0.000979899,-0.0616834
-2.320312499908,-0.00101759,-0.0615578
-2.319661458241,-0.00103015,-0.0615578
-2.3190104165739998,-0.000967337,-0.0614322
-2.318359374907,-0.00106784,-0.0614322
-2.31770833324,-0.00100503,-0.0613065
-2.317057291573,-0.00101759,-0.0613065
-2.316406249906,-0.00100503,-0.0613065
-2.315755208239,-0.00104271,-0.0610553
-2.315104166572,-0.00101759,-0.0610553
-2.314453124905,-0.000967337,-0.0609296
-2.313802083238,-0.00103015,-0.060804
-2.313151041571,-0.00103015,-0.0606784
-2.312499999904,-0.000967337,-0.0606784
-2.311848958237,-0.00101759,-0.0605528
-2.31119791657,-0.00104271,-0.0605528
-2.310546874903,-0.00100503,-0.0604271
-2.309895833236,-0.00101759,-0.0604271
-2.309244791569,-0.00101759,-0.0601759
-2.308593749902,-0.000992462,-0.0603015
-2.307942708235,-0.000979899,-0.0601759
-2.307291666568,-0.000967337,-0.0601759
-2.306640624901,-0.000979899,-0.0599246
-2.305989583234,-0.000992462,-0.0599246
-2.305338541567,-0.00100503,-0.059799
-2.3046874999,-0.000992462,-0.059799
-2.304036458233,-0.000942211,-0.0596734
-2.303385416566,-0.00103015,-0.0596734
-2.302734374899,-0.00100503,-0.0596734
-2.302083333232,-0.000992462,-0.0594221
-2.301432291565,-0.000967337,-0.0592965
-2.300781249898,-0.00100503,-0.0592965
-2.300130208231,-0.00100503,-0.0592965
-2.2994791665639998,-0.000967337,-0.0592965
-2.298828124897,-0.00100503,-0.0590452
-2.29817708323,-0.000979899,-0.0590452
-2.297526041563,-0.000979899,-0.0589196
-2.296874999896,-0.000992462,-0.0589196
-2.296223958229,-0.000979899,-0.058794
-2.295572916562,-0.000992462,-0.058794
-2.294921874895,-0.000992462,-0.0586683
-2.294270833228,-0.00101759,-0.0585427
-2.293619791561,-0.00101759,-0.0585427
-2.292968749894,-0.00100503,-0.0584171
-2.292317708227,-0.00100503,-0.0582915
-2.29166666656,-0.000967337,-0.0582915
-2.291015624893,-0.000992462,-0.0581658
-2.290364583226,-0.000992462,-0.0581658
-2.289713541559,-0.000979899,-0.0580402
-2.289062499892,-0.000954774,-0.0580402
-2.288411458225,-0.00103015,-0.0579146
-2.287760416558,-0.000992462,-0.0579146
-2.287109374891,-0.000954774,-0.0579146
-2.286458333224,-0.000979899,-0.0577889
-2.285807291557,-0.000992462,-0.0576633
-2.28515624989,-0.000979899,-0.0575377
-2.284505208223,-0.000954774,-0.0575377
-2.283854166556,-0.000954774,-0.0574121
-2.283203124889,-0.000967337,-0.0574121
-2.282552083222,-0.000992462,-0.0572864
-2.281901041555,-0.00103015,-0.0572864
-2.281249999888,-0.000942211,-0.0571608
-2.280598958221,-0.000942211,-0.0570352
-2.2799479165539998,-0.00100503,-0.0570352
-2.279296874887,-0.000954774,-0.0570352
-2.27864583322,-0.000929648,-0.0567839
-2.277994791553,-0.00101759,-0.0567839
-2.277343749886,-0.00101759,-0.0567839
-2.276692708219,-0.000979899,-0.0566583
-2.276041666552,-0.00101759,-0.0565327
-2.275390624885,-0.000992462,-0.0565327
-2.274739583218,-0.000992462,-0.056407
-2.274088541551,-0.00100503,-0.056407
-2.273437499884,-0.00101759,-0.056407
-2.272786458217,-0.00100503,-0.0561558
-2.27213541655,-0.000979899,-0.0561558
-2.271484374883,-0.00103015,-0.0560302
-2.270833333216,-0.000992462,-0.0560302
-2.270182291549,-0.000942211,-0.0560302
-2.269531249882,-0.00103015,-0.0559045
-2.268880208215,-0.00103015,-0.0557789
-2.268229166548,-0.00100503,-0.0556533
-2.267578124881,-0.00103015,-0.0556533
-2.266927083214,-0.00103015,-0.0556533
-2.266276041547,-0.000967337,-0.0556533
-2.26562499988,-0.00103015,-0.0556533
-2.264973958213,-0.00103015,-0.055402
-2.264322916546,-0.000992462,-0.055402
-2.263671874879,-0.00103015,-0.0552764
-2.263020833212,-0.00101759,-0.0551508
-2.262369791545,-0.000967337,-0.0551508
-2.261718749878,-0.00100503,-0.0550251
-2.261067708211,-0.00103015,-0.0550251
-2.2604166665439998,-0.00101759,-0.0548995
-2.259765624877,-0.000992462,-0.0548995
-2.25911458321,-0.000992462,-0.0547739
-2.258463541543,-0.000967337,-0.0547739
-2.257812499876,-0.000967337,-0.0547739
-2.257161458209,-0.000992462,-0.0546482
-2.256510416542,-0.00100503,-0.0546482
-2.255859374875,-0.000942211,-0.0545226
-2.255208333208,-0.000992462,-0.0545226
-2.254557291541,-0.00100503,-0.054397
-2.253906249874,-0.000942211,-0.054397
-2.253255208207,-0.00101759,-0.0461055
-2.25260416654,-0.000929648,0.0212312
-2.251953124873,-0.000967337,0.0208543
-2.251302083206,-0.000954774,0.0207286
-2.250651041539,-0.000954774,0.0207286
-2.249999999872,-0.00100503,0.0207286
-2.249348958205,-0.000992462,0.0207286
-2.248697916538,-0.000992462,0.0208543
-2.248046874871,-0.000979899,0.0209799
-2.247395833204,-0.000979899,0.0209799
-2.246744791537,-0.00100503,0.0211055
-2.24609374987,-0.000992462,0.0211055
-2.245442708203,-0.000917085,0.0212312
-2.244791666536,-0.000979899,0.0212312
-2.244140624869,-0.000979899,0.0213568
-2.243489583202,-0.000979899,0.0214824
-2.242838541535,-0.000979899,0.0214824
-2.242187499868,-0.000954774,0.0214824
-2.241536458201,-0.00101759,0.021608
-2.2408854165339998,-0.00100503,0.0217337
-2.240234374867,-0.000992462,0.0218593
-2.2395833332,-0.00101759,0.0218593
-2.238932291533,-0.00100503,0.0218593
-2.238281249866,-0.00100503,0.0219849
-2.237630208199,-0.000992462,0.0219849
-2.236979166532,-0.000979899,0.0222362
-2.236328124865,-0.00101759,0.0221106
-2.235677083198,-0.000992462,0.0222362
-2.235026041531,-0.00101759,0.0223618
-2.234374999864,-0.000992462,0.0223618
-2.233723958197,-0.00101759,0.0224874
-2.23307291653,-0.00100503,0.0226131
-2.232421874863,-0.000967337,0.0227387
-2.2317708331960002,-0.000992462,0.0227387
-2.231119791529,-0.00104271,0.0228643
-2.230468749862,-0.000979899,0.0228643
-2.229817708195,-0.00100503,0.0229899
-2.229166666528,-0.000979899,0.0229899
-2.228515624861,-0.000979899,0.0229899
-2.227864583194,-0.000992462,0.0232412
-2.227213541527,-0.000992462,0.0232412
-2.22656249986,-0.000967337,0.0233668
-2.225911458193,-0.000992462,0.0233668
-2.225260416526,-0.00104271,0.0234925
-2.224609374859,-0.000954774,0.0236181
-2.223958333192,-0.000979899,0.0236181
-2.223307291525,-0.000979899,0.0236181
-2.222656249858,-0.000992462,0.0237437
-2.222005208191,-0.000967337,0.0238693
-2.2213541665239998,-0.000992462,0.0238693
-2.220703124857,-0.000992462,0.023995
-2.22005208319,-0.000967337,0.023995
-2.219401041523,-0.000992462,0.0241206
-2.218749999856,-0.000992462,0.0242462
-2.218098958189,-0.000992462,0.0242462
-2.217447916522,-0.000979899,0.0243719
-2.216796874855,-0.000992462,0.0244975
-2.216145833188,-0.00101759,0.0244975
-2.215494791521,-0.00100503,0.0246231
-2.214843749854,-0.000992462,0.0247487
-2.214192708187,-0.000992462,0.0248744
-2.21354166652,-0.00100503,0.0248744
-2.212890624853,-0.00104271,0.0248744
-2.2122395831860002,-0.000942211,0.025
-2.211588541519,-0.000917085,0.025
-2.210937499852,-0.000979899,0.0252513
-2.210286458185,-0.00100503,0.0252513
-2.209635416518,-0.000967337,0.0252513
-2.208984374851,-0.00101759,0.0253769
-2.208333333184,-0.000992462,0.0253769
-2.207682291517,-0.00100503,0.0255025
-2.20703124985,-0.000992462,0.0256281
-2.206380208183,-0.000992462,0.0257538
-2.205729166516,-0.000992462,0.0257538
-2.205078124849,-0.00100503,0.0258794
-2.204427083182,-0.00103015,0.0258794
-2.203776041515,-0.000992462,0.026005
-2.203124999848,-0.000992462,0.026005
-2.202473958181,-0.000979899,0.0261307
-2.2018229165139998,-0.000967337,0.0262563
-2.201171874847,-0.000992462,0.0262563
-2.20052083318,-0.00103015,0.0263819
-2.199869791513,-0.00100503,0.0263819
-2.199218749846,-0.00100503,0.0265075
-2.198567708179,-0.000967337,0.0266332
-2.197916666512,-0.00100503,0.0266332
-2.197265624845,-0.000992462,0.0267588
-2.196614583178,-0.000992462,0.0268844
-2.195963541511,-0.000992462,0.0268844
-2.195312499844,-0.000992462,0.02701
-2.194661458177,-0.00103015,0.0271357
-2.19401041651,-0.00101759,0.0272613
-2.193359374843,-0.000992462,0.0272613
-2.1927083331760002,-0.000979899,0.0273869
-2.192057291509,-0.00101759,0.0275126
-2.191406249842,-0.000992462,0.0275126
-2.190755208175,-0.000979899,0.0276382
-2.190104166508,-0.00101759,0.0276382
-2.189453124841,-0.000979899,0.0277638
-2.188802083174,-0.00101759,0.0278894
-2.188151041507,-0.000967337,0.0278894
-2.18749999984,-0.00103015,0.0280151
-2.186848958173,-0.000979899,0.0280151
-2.186197916506,-0.00100503,0.0281407
-2.185546874839,-0.00100503,0.0282663
-2.184895833172,-0.000967337,0.0282663
-2.184244791505,-0.000954774,0.028392
-2.183593749838,-0.00100503,0.0285176
-2.182942708171,-0.00104271,0.0286432
-2.1822916665039997,-0.00100503,0.0287688
-2.181640624837,-0.00101759,0.0287688
-2.18098958317,-0.000992462,0.0288945
-2.180338541503,-0.000979899,0.0288945
-2.179687499836,-0.00100503,0.0290201
-2.179036458169,-0.00101759,0.0291457
-2.178385416502,-0.000979899,0.0292714
-2.177734374835,-0.000967337,0.0292714
-2.177083333168,-0.00104271,0.029397
-2.176432291501,-0.000979899,0.029397
-2.175781249834,-0.00103015,0.0295226
-2.175130208167,-0.00103015,0.0296482
-2.1744791665,-0.00100503,0.0296482
-2.173828124833,-0.000992462,0.0297739
-2.1731770831660002,-0.00101759,0.0297739
-2.172526041499,-0.00101759,0.0298995
-2.171874999832,-0.00100503,0.0300251
-2.171223958165,-0.00101759,0.0300251
-2.170572916498,-0.00100503,0.0301508
-2.169921874831,-0.000967337,0.0301508
-2.169270833164,-0.00101759,0.0302764
-2.168619791497,-0.00104271,0.030402
-2.16796874983,-0.000979899,0.0305276
-2.167317708163,-0.00103015,0.0305276
-2.166666666496,-0.00100503,0.0306533
-2.166015624829,-0.00100503,0.0307789
-2.165364583162,-0.00101759,0.0307789
-2.164713541495,-0.00105528,0.0309045
-2.164062499828,-0.00103015,0.0309045
-2.163411458161,-0.000992462,0.0310302
-2.1627604164939997,-0.00104271,0.0311558
-2.162109374827,-0.00100503,0.0312814
-2.16145833316,-0.00100503,0.0312814
-2.160807291493,-0.00106784,0.031407
-2.160156249826,-0.00103015,0.0315327
-2.159505208159,-0.00104271,0.0315327
-2.158854166492,-0.00100503,0.0316583
-2.158203124825,-0.00104271,0.0317839
-2.157552083158,-0.00103015,0.0317839
-2.156901041491,-0.00101759,0.0319095
-2.156249999824,-0.00101759,0.0320352
-2.155598958157,-0.00101759,0.0321608
-2.15494791649,-0.000992462,0.0321608
-2.154296874823,-0.00104271,0.0322864
-2.1536458331560002,-0.00100503,0.0324121
-2.152994791489,-0.000979899,0.0324121
-2.152343749822,-0.00100503,0.0325377
-2.151692708155,-0.00105528,0.0326633
-2.151041666488,-0.000979899,0.0327889
-2.150390624821,-0.00100503,0.0329146
-2.149739583154,-0.00104271,0.0330402
-2.149088541487,-0.000992462,0.0330402
-2.14843749982,-0.00101759,0.0331658
-2.147786458153,-0.00103015,0.0332915
-2.147135416486,-0.00101759,0.0334171
-2.146484374819,-0.000992462,0.0334171
-2.145833333152,-0.00100503,0.0335427
-2.145182291485,-0.00103015,0.0335427
-2.144531249818,-0.00100503,0.0336683
-2.1438802081509998,-0.00100503,0.033794
-2.1432291664839997,-0.000967337,0.0339196
-2.142578124817,-0.000979899,0.0340452
-2.14192708315,-0.000992462,0.0340452
-2.141276041483,-0.00100503,0.0341709
-2.140624999816,-0.000967337,0.0342965
-2.139973958149,-0.00104271,0.0342965
-2.139322916482,-0.00105528,0.0344221
-2.138671874815,-0.000967337,0.0345477
-2.138020833148,-0.000979899,0.0346734
-2.137369791481,-0.000992462,0.034799
-2.136718749814,-0.000979899,0.0349246
-2.136067708147,-0.000992462,0.0349246
-2.13541666648,-0.00101759,0.0350503
-2.134765624813,-0.000992462,0.0351759
-2.134114583146,-0.00104271,0.0351759
-2.133463541479,-0.000992462,0.0353015
-2.132812499812,-0.00101759,0.0354271
-2.132161458145,-0.000992462,0.0355528
-2.131510416478,-0.000979899,0.0356784
-2.130859374811,-0.00104271,0.0356784
-2.130208333144,-0.000942211,0.035804
-2.129557291477,-0.00100503,0.035804
-2.12890624981,-0.000967337,0.0360553
-2.128255208143,-0.000979899,0.0360553
-2.127604166476,-0.00100503,0.0361809
-2.126953124809,-0.00103015,0.0363065
-2.126302083142,-0.000992462,0.0363065
-2.125651041475,-0.000967337,0.0364322
-2.124999999808,-0.00100503,0.0364322
-2.1243489581409998,-0.00103015,0.0366834
-2.1236979164739997,-0.000954774,0.0366834
-2.123046874807,-0.00101759,0.036809
-2.12239583314,-0.00100503,0.0369347
-2.121744791473,-0.000954774,0.0369347
-2.121093749806,-0.000979899,0.0370603
-2.120442708139,-0.00103015,0.0371859
-2.119791666472,-0.000992462,0.0373116
-2.119140624805,-0.000929648,0.0373116
-2.118489583138,-0.00100503,0.0374372
-2.117838541471,-0.00100503,0.0375628
-2.117187499804,-0.000954774,0.0376884
-2.116536458137,-0.00100503,0.0378141
-2.11588541647,-0.000979899,0.0378141
-2.115234374803,-0.000942211,0.0379397
-2.114583333136,-0.00104271,0.0380653
-2.113932291469,-0.00103015,0.0380653
-2.113281249802,-0.000979899,0.038191
-2.112630208135,-0.00101759,0.0383166
-2.111979166468,-0.00101759,0.0384422
-2.111328124801,-0.00100503,0.0384422
-2.110677083134,-0.000992462,0.0385678
-2.110026041467,-0.00101759,0.0386935
-2.1093749998,-0.000967337,0.0386935
-2.108723958133,-0.00101759,0.0388191
-2.108072916466,-0.00104271,0.0389447
-2.107421874799,-0.000992462,0.0390704
-2.106770833132,-0.00101759,0.0390704
-2.106119791465,-0.00104271,0.039196
-2.105468749798,-0.00101759,0.0393216
-2.1048177081309998,-0.000992462,0.0394472
-2.1041666664639997,-0.00103015,0.0395729
-2.103515624797,-0.00103015,0.0395729
-2.10286458313,-0.000979899,0.0398241
-2.102213541463,-0.00100503,0.0398241
-2.101562499796,-0.00100503,0.0399497
-2.100911458129,-0.000992462,0.0400754
-2.100260416462,-0.000992462,0.040201
-2.099609374795,-0.00101759,0.0403266
-2.098958333128,-0.000954774,0.0403266
-2.098307291461,-0.000954774,0.0405779
-2.097656249794,-0.00100503,0.0405779
-2.097005208127,-0.000979899,0.0407035
-2.09635416646,-0.000954774,0.0408291
-2.095703124793,-0.000992462,0.0408291
-2.095052083126,-0.000942211,0.0409548
-2.094401041459,-0.000942211,0.0410804
-2.093749999792,-0.000979899,0.0413317
-2.093098958125,-0.000992462,0.0413317
-2.092447916458,-0.000954774,0.0413317
-2.091796874791,-0.000929648,0.0415829
-2.091145833124,-0.000967337,0.0415829
-2.090494791457,-0.00100503,0.0417085
-2.08984374979,-0.000917085,0.0418342
-2.089192708123,-0.000967337,0.0419598
-2.088541666456,-0.000979899,0.0419598
-2.087890624789,-0.000917085,0.0422111
-2.087239583122,-0.000992462,0.0423367
-2.086588541455,-0.000967337,0.0422111
-2.085937499788,-0.000929648,0.0424623
-2.0852864581209998,-0.000954774,0.0424623
-2.0846354164539997,-0.000942211,0.0425879
-2.083984374787,-0.000954774,0.0427136
-2.08333333312,-0.000954774,0.0428392
-2.082682291453,-0.000942211,0.0429648
-2.082031249786,-0.000929648,0.0430905
-2.081380208119,-0.000954774,0.0432161
-2.080729166452,-0.000967337,0.0432161
-2.080078124785,-0.000979899,0.0433417
-2.079427083118,-0.000917085,0.0434673
