+8.000000e+000	   +4.922061e-004
+1.600000e+001	   +1.424337e-004
+2.400000e+001	   +1.180150e-005
+3.200000e+001	   +5.813781e-007
+4.000000e+001	   +5.465818e-007
+4.800000e+001	   +5.696662e-007
+5.600000e+001	   +5.435715e-007
+6.400000e+001	   +4.335785e-007
+7.200000e+001	   +4.399145e-007
+8.000000e+001	   +4.421686e-007
+8.800000e+001	   +5.082173e-007
+9.600000e+001	   +5.494090e-007
+1.040000e+002	   +4.835730e-007
+1.120000e+002	   +4.351041e-007
+1.200000e+002	   +5.343433e-007
+1.280000e+002	   +5.350678e-007
+1.360000e+002	   +4.711494e-007
+1.440000e+002	   +4.277747e-007
+1.520000e+002	   +4.202535e-007
+1.600000e+002	   +4.393955e-007
+1.680000e+002	   +4.323625e-007
+1.760000e+002	   +4.778008e-007
+1.840000e+002	   +4.802322e-007
+1.920000e+002	   +4.294052e-007
+2.000000e+002	   +3.527889e-007
+2.080000e+002	   +3.045769e-007
+2.160000e+002	   +3.428000e-007
+2.240000e+002	   +4.388421e-007
+2.320000e+002	   +5.204542e-007
+2.400000e+002	   +4.894359e-007
+2.480000e+002	   +4.159512e-007
+2.560000e+002	   +4.294241e-007
+2.640000e+002	   +4.709161e-007
+2.720000e+002	   +4.779351e-007
+2.800000e+002	   +4.362958e-007
+2.880000e+002	   +4.429145e-007
+2.960000e+002	   +5.912504e-007
+3.040000e+002	   +5.701411e-007
+3.120000e+002	   +4.590323e-007
+3.200000e+002	   +4.338671e-007
+3.280000e+002	   +4.239378e-007
+3.360000e+002	   +4.260133e-007
+3.440000e+002	   +4.546899e-007
+3.520000e+002	   +4.641246e-007
+3.600000e+002	   +4.233197e-007
+3.680000e+002	   +4.043573e-007
+3.760000e+002	   +4.525980e-007
+3.840000e+002	   +4.672840e-007
+3.920000e+002	   +4.451630e-007
+4.000000e+002	   +4.111636e-007
+4.080000e+002	   +3.814722e-007
+4.160000e+002	   +4.393772e-007
+4.240000e+002	   +4.613019e-007
+4.320000e+002	   +4.075464e-007
+4.400000e+002	   +3.915058e-007
+4.480000e+002	   +4.147327e-007
+4.560000e+002	   +3.727784e-007
+4.640000e+002	   +3.422322e-007
+4.720000e+002	   +3.538375e-007
+4.800000e+002	   +4.039628e-007
+4.880000e+002	   +3.795716e-007
+4.960000e+002	   +3.423705e-007
+5.040000e+002	   +3.967478e-007
+5.120000e+002	   +4.004151e-007
+5.200000e+002	   +3.732162e-007
+5.280000e+002	   +4.217118e-007
+5.360000e+002	   +4.847537e-007
+5.440000e+002	   +4.190297e-007
+5.520000e+002	   +4.162331e-007
+5.600000e+002	   +4.231719e-007
+5.680000e+002	   +4.429529e-007
+5.760000e+002	   +4.752393e-007
+5.840000e+002	   +4.366346e-007
+5.920000e+002	   +4.417828e-007
+6.000000e+002	   +4.699384e-007
+6.080000e+002	   +4.679540e-007
+6.160000e+002	   +5.000086e-007
+6.240000e+002	   +5.362729e-007
+6.320000e+002	   +5.398399e-007
+6.400000e+002	   +5.005452e-007
+6.480000e+002	   +4.794625e-007
+6.560000e+002	   +4.678708e-007
+6.640000e+002	   +4.591765e-007
+6.720000e+002	   +4.395437e-007
+6.800000e+002	   +4.864348e-007
+6.880000e+002	   +5.738509e-007
+6.960000e+002	   +5.953256e-007
+7.040000e+002	   +5.576078e-007
+7.120000e+002	   +5.438652e-007
+7.200000e+002	   +5.072623e-007
+7.280000e+002	   +5.184295e-007
+7.360000e+002	   +5.413505e-007
+7.440000e+002	   +5.504681e-007
+7.520000e+002	   +5.870406e-007
+7.600000e+002	   +5.296437e-007
+7.680000e+002	   +5.025994e-007
+7.760000e+002	   +5.603715e-007
+7.840000e+002	   +6.675443e-007
+7.920000e+002	   +8.308284e-007
+8.000000e+002	   +8.233800e-007
+8.080000e+002	   +7.324083e-007
+8.160000e+002	   +6.466956e-007
+8.240000e+002	   +6.292751e-007
+8.320000e+002	   +7.171868e-007
+8.400000e+002	   +7.834495e-007
+8.480000e+002	   +7.373989e-007
+8.560000e+002	   +6.574980e-007
+8.640000e+002	   +6.576366e-007
+8.720000e+002	   +7.268112e-007
+8.800000e+002	   +7.833644e-007
+8.880000e+002	   +9.199348e-007
+8.960000e+002	   +1.042837e-006
+9.040000e+002	   +1.088795e-006
+9.120000e+002	   +9.757936e-007
+9.200000e+002	   +8.112681e-007
+9.280000e+002	   +7.308009e-007
+9.360000e+002	   +7.416911e-007
+9.440000e+002	   +8.054972e-007
+9.520000e+002	   +8.560703e-007
+9.600000e+002	   +8.851924e-007
+9.680000e+002	   +8.941724e-007
+9.760000e+002	   +8.812350e-007
+9.840000e+002	   +8.072990e-007
+9.920000e+002	   +7.849270e-007
+1.000000e+003	   +7.753815e-007
+1.008000e+003	   +6.937283e-007
+1.016000e+003	   +6.833172e-007
+1.024000e+003	   +7.290194e-007
+1.032000e+003	   +7.458133e-007
+1.040000e+003	   +7.897880e-007
+1.048000e+003	   +7.996505e-007
+1.056000e+003	   +7.323463e-007
+1.064000e+003	   +6.641054e-007
+1.072000e+003	   +6.616629e-007
+1.080000e+003	   +7.283210e-007
+1.088000e+003	   +6.973251e-007
+1.096000e+003	   +6.328718e-007
+1.104000e+003	   +5.846331e-007
+1.112000e+003	   +6.295266e-007
+1.120000e+003	   +6.621279e-007
+1.128000e+003	   +6.002837e-007
+1.136000e+003	   +6.687598e-007
+1.144000e+003	   +6.856162e-007
+1.152000e+003	   +5.435959e-007
+1.160000e+003	   +5.238222e-007
+1.168000e+003	   +5.880902e-007
+1.176000e+003	   +5.527277e-007
+1.184000e+003	   +5.685084e-007
+1.192000e+003	   +6.830892e-007
+1.200000e+003	   +7.366658e-007
+1.208000e+003	   +6.345201e-007
+1.216000e+003	   +5.201571e-007
+1.224000e+003	   +4.897181e-007
+1.232000e+003	   +5.115988e-007
+1.240000e+003	   +6.475980e-007
+1.248000e+003	   +7.509901e-007
+1.256000e+003	   +7.083087e-007
+1.264000e+003	   +6.669135e-007
+1.272000e+003	   +6.042208e-007
+1.280000e+003	   +5.175543e-007
+1.288000e+003	   +5.241859e-007
+1.296000e+003	   +5.605512e-007
+1.304000e+003	   +5.799226e-007
+1.312000e+003	   +6.168360e-007
+1.320000e+003	   +6.192110e-007
+1.328000e+003	   +5.561386e-007
+1.336000e+003	   +5.731388e-007
+1.344000e+003	   +6.077231e-007
+1.352000e+003	   +5.951596e-007
+1.360000e+003	   +6.336332e-007
+1.368000e+003	   +6.094296e-007
+1.376000e+003	   +4.893247e-007
+1.384000e+003	   +3.823208e-007
+1.392000e+003	   +3.783629e-007
+1.400000e+003	   +4.024253e-007
+1.408000e+003	   +4.217299e-007
+1.416000e+003	   +5.170187e-007
+1.424000e+003	   +6.094450e-007
+1.432000e+003	   +5.705438e-007
+1.440000e+003	   +4.815512e-007
+1.448000e+003	   +4.652378e-007
+1.456000e+003	   +4.672784e-007
+1.464000e+003	   +4.592920e-007
+1.472000e+003	   +4.966442e-007
+1.480000e+003	   +5.359533e-007
+1.488000e+003	   +5.502264e-007
+1.496000e+003	   +5.562552e-007
+1.504000e+003	   +5.283258e-007
+1.512000e+003	   +5.176565e-007
+1.520000e+003	   +5.039438e-007
+1.528000e+003	   +5.030791e-007
+1.536000e+003	   +5.569146e-007
+1.544000e+003	   +5.926178e-007
+1.552000e+003	   +5.516147e-007
+1.560000e+003	   +4.521966e-007
