+8.000000e+000	   +8.330709e-004
+1.600000e+001	   +2.407637e-004
+2.400000e+001	   +1.981092e-005
+3.200000e+001	   +5.388314e-007
+4.000000e+001	   +4.984420e-007
+4.800000e+001	   +4.983397e-007
+5.600000e+001	   +5.342717e-007
+6.400000e+001	   +4.709808e-007
+7.200000e+001	   +4.132509e-007
+8.000000e+001	   +4.475688e-007
+8.800000e+001	   +4.535541e-007
+9.600000e+001	   +4.208736e-007
+1.040000e+002	   +4.231589e-007
+1.120000e+002	   +4.717882e-007
+1.200000e+002	   +5.228741e-007
+1.280000e+002	   +4.396643e-007
+1.360000e+002	   +3.610922e-007
+1.440000e+002	   +3.790831e-007
+1.520000e+002	   +3.638850e-007
+1.600000e+002	   +3.566406e-007
+1.680000e+002	   +3.917259e-007
+1.760000e+002	   +4.051443e-007
+1.840000e+002	   +3.668201e-007
+1.920000e+002	   +3.531866e-007
+2.000000e+002	   +3.652820e-007
+2.080000e+002	   +3.643495e-007
+2.160000e+002	   +3.486272e-007
+2.240000e+002	   +3.186948e-007
+2.320000e+002	   +3.256911e-007
+2.400000e+002	   +3.294278e-007
+2.480000e+002	   +3.587402e-007
+2.560000e+002	   +3.768264e-007
+2.640000e+002	   +3.530822e-007
+2.720000e+002	   +4.109523e-007
+2.800000e+002	   +4.287108e-007
+2.880000e+002	   +3.697529e-007
+2.960000e+002	   +3.839691e-007
+3.040000e+002	   +3.566915e-007
+3.120000e+002	   +3.399003e-007
+3.200000e+002	   +3.266251e-007
+3.280000e+002	   +2.853877e-007
+3.360000e+002	   +2.683072e-007
+3.440000e+002	   +3.347953e-007
+3.520000e+002	   +3.649901e-007
+3.600000e+002	   +3.121826e-007
+3.680000e+002	   +3.035310e-007
+3.760000e+002	   +3.665117e-007
+3.840000e+002	   +3.859323e-007
+3.920000e+002	   +3.378762e-007
+4.000000e+002	   +3.518497e-007
+4.080000e+002	   +3.792279e-007
+4.160000e+002	   +3.808515e-007
+4.240000e+002	   +3.711293e-007
+4.320000e+002	   +3.542810e-007
+4.400000e+002	   +3.687208e-007
+4.480000e+002	   +4.004969e-007
+4.560000e+002	   +3.395672e-007
+4.640000e+002	   +2.826488e-007
+4.720000e+002	   +2.910345e-007
+4.800000e+002	   +3.446697e-007
+4.880000e+002	   +3.932043e-007
+4.960000e+002	   +3.302978e-007
+5.040000e+002	   +3.392028e-007
+5.120000e+002	   +3.760705e-007
+5.200000e+002	   +3.660464e-007
+5.280000e+002	   +3.715937e-007
+5.360000e+002	   +3.573788e-007
+5.440000e+002	   +3.685362e-007
+5.520000e+002	   +4.471479e-007
+5.600000e+002	   +4.698074e-007
+5.680000e+002	   +4.041829e-007
+5.760000e+002	   +3.728877e-007
+5.840000e+002	   +3.966059e-007
+5.920000e+002	   +4.365181e-007
+6.000000e+002	   +4.235642e-007
+6.080000e+002	   +4.029342e-007
+6.160000e+002	   +4.112010e-007
+6.240000e+002	   +4.301522e-007
+6.320000e+002	   +4.524276e-007
+6.400000e+002	   +4.492649e-007
+6.480000e+002	   +4.109149e-007
+6.560000e+002	   +4.075956e-007
+6.640000e+002	   +4.532664e-007
+6.720000e+002	   +4.417867e-007
+6.800000e+002	   +4.722790e-007
+6.880000e+002	   +5.287761e-007
+6.960000e+002	   +6.119071e-007
+7.040000e+002	   +6.304618e-007
+7.120000e+002	   +5.237383e-007
+7.200000e+002	   +4.833729e-007
+7.280000e+002	   +5.549546e-007
+7.360000e+002	   +5.640344e-007
+7.440000e+002	   +6.293511e-007
+7.520000e+002	   +6.266468e-007
+7.600000e+002	   +5.616860e-007
+7.680000e+002	   +5.834474e-007
+7.760000e+002	   +5.648661e-007
+7.840000e+002	   +5.362400e-007
+7.920000e+002	   +5.618291e-007
+8.000000e+002	   +6.086145e-007
+8.080000e+002	   +6.381700e-007
+8.160000e+002	   +5.993077e-007
+8.240000e+002	   +5.914043e-007
+8.320000e+002	   +6.279651e-007
+8.400000e+002	   +7.110718e-007
+8.480000e+002	   +6.632281e-007
+8.560000e+002	   +6.456123e-007
+8.640000e+002	   +7.198842e-007
+8.720000e+002	   +7.400374e-007
+8.800000e+002	   +7.513034e-007
+8.880000e+002	   +7.455988e-007
+8.960000e+002	   +7.773206e-007
+9.040000e+002	   +8.926285e-007
+9.120000e+002	   +9.385654e-007
+9.200000e+002	   +9.256939e-007
+9.280000e+002	   +8.524723e-007
+9.360000e+002	   +8.541174e-007
+9.440000e+002	   +8.038327e-007
+9.520000e+002	   +8.421885e-007
+9.600000e+002	   +9.757999e-007
+9.680000e+002	   +1.067082e-006
+9.760000e+002	   +1.053524e-006
+9.840000e+002	   +8.759958e-007
+9.920000e+002	   +7.347626e-007
+1.000000e+003	   +6.595000e-007
